sofifa_id,short_name,age,nationality,club_name,player_positions,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,is_goalkeeper,growth_gap,value_per_rating,age_group
253771,P. Lavandeira,29,Peru,Audax Italiano,CAM,66,66,625000,2000,71.0,68.0,61.0,67.0,35.0,59.0,False,0,9469.69696969697,29-32
253838,C. Flores,29,Venezuela,Caracas FC,GK,66,66,450000,500,,,,,,,True,0,6818.181818181818,29-32
254036,H. Ruíz Díaz,27,Uruguay,Club Plaza Colonia,"RB, CB",66,66,575000,500,66.0,39.0,58.0,60.0,63.0,69.0,False,0,8712.121212121212,25-28
254072,Rafael Barros,28,Brazil,Club Blooming,ST,66,66,675000,500,74.0,62.0,52.0,65.0,28.0,71.0,False,0,10227.272727272728,25-28
254229,R. Caicedo,30,Ecuador,Emelec,"RM, RB",66,66,600000,500,76.0,47.0,62.0,63.0,48.0,70.0,False,0,9090.90909090909,29-32
254349,P. Cifuentes,32,Ecuador,El Nacional,CB,66,66,425000,500,66.0,42.0,56.0,56.0,63.0,80.0,False,0,6439.393939393939,29-32
254435,J. Padilla,29,Ecuador,El Nacional,"RM, RW",66,66,625000,500,73.0,56.0,66.0,63.0,50.0,69.0,False,0,9469.69696969697,29-32
254450,L. Congo,31,Ecuador,El Nacional,ST,66,66,575000,500,81.0,68.0,43.0,62.0,20.0,60.0,False,0,8712.121212121212,29-32
254628,N. Rodríguez,28,Uruguay,River Plate Montevideo,"RB, RWB",66,66,550000,500,67.0,39.0,56.0,59.0,63.0,61.0,False,0,8333.333333333334,25-28
254633,A. Leites,28,Uruguay,River Plate Montevideo,"ST, CAM",66,66,675000,500,69.0,61.0,50.0,68.0,25.0,67.0,False,0,10227.272727272728,25-28
254889,N. Nomura,29,Japan,Oita Trinita,"CAM, LM",66,66,625000,2000,69.0,67.0,66.0,67.0,34.0,56.0,False,0,9469.69696969697,29-32
254895,F. Chafaï,30,Algeria,Damac FC,CB,66,66,525000,6000,41.0,33.0,43.0,42.0,66.0,75.0,False,0,7954.545454545455,29-32
254896,Adriano Castanheira,27,Portugal,FC Paços de Ferreira,"RW, LW",66,66,675000,3000,74.0,58.0,64.0,70.0,29.0,56.0,False,0,10227.272727272728,25-28
255589,K. Sato,31,Japan,Yokohama FC,CDM,66,66,475000,2000,52.0,53.0,62.0,59.0,64.0,65.0,False,0,7196.969696969697,29-32
256837,G. Bosca,30,France,USL Dunkerque,"LM, LW, ST",66,66,600000,2000,73.0,69.0,59.0,70.0,28.0,48.0,False,0,9090.90909090909,29-32
256868,D. Boudaud,33,France,USL Dunkerque,CAM,66,66,400000,2000,62.0,61.0,67.0,65.0,35.0,55.0,False,0,6060.606060606061,33+
257557,Carles Salvador,29,Spain,C.D. Castellón,"CM, CDM",66,66,625000,3000,65.0,55.0,67.0,64.0,55.0,64.0,False,0,9469.69696969697,29-32
257558,Rubén Díez,26,Spain,C.D. Castellón,"RM, LM, CM",66,66,700000,3000,77.0,64.0,63.0,67.0,24.0,51.0,False,0,10606.060606060606,25-28
245367,X. Simons,17,Netherlands,Paris Saint-Germain,CM,65,85,1100000,2000,62.0,54.0,59.0,69.0,52.0,53.0,False,20,16923.076923076922,Under 20
245902,T. Parrott,18,Republic of Ireland,Millwall,ST,65,85,1100000,2000,73.0,66.0,53.0,63.0,27.0,59.0,False,20,16923.076923076922,Under 20
246174,H. Elliott,17,England,Liverpool,RW,65,85,1100000,4000,75.0,53.0,59.0,71.0,30.0,37.0,False,20,16923.076923076922,Under 20
252489,M. Kana,17,Belgium,RSC Anderlecht,"CB, CDM, CM",65,85,1000000,500,70.0,32.0,60.0,67.0,64.0,63.0,False,20,15384.615384615385,Under 20
246107,M. Palacios,18,Argentina,San Lorenzo de Almagro,"CM, CAM",65,84,1100000,2000,69.0,59.0,69.0,70.0,46.0,48.0,False,19,16923.076923076922,Under 20
242964,A. Gordon,19,England,Everton,"LW, LM, CF",65,83,1200000,11000,73.0,59.0,59.0,68.0,31.0,55.0,False,18,18461.53846153846,Under 20
244288,A. Idah,19,Republic of Ireland,Norwich City,ST,65,83,1200000,2000,74.0,65.0,42.0,59.0,22.0,64.0,False,18,18461.53846153846,Under 20
246785,Bryan Gil,19,Spain,Sevilla FC,"LW, LM",65,83,1200000,4000,68.0,62.0,59.0,71.0,26.0,35.0,False,18,18461.53846153846,Under 20
248874,N. Armini,19,Italy,Lazio,CB,65,83,1100000,6000,60.0,38.0,49.0,53.0,67.0,62.0,False,18,16923.076923076922,Under 20
253465,T. Mengi,18,England,Manchester United,CB,65,83,1000000,6000,76.0,39.0,54.0,59.0,64.0,68.0,False,18,15384.615384615385,Under 20
254849,Y. Badji,18,Senegal,Club Brugge KV,ST,65,83,1100000,3000,70.0,63.0,52.0,64.0,28.0,70.0,False,18,16923.076923076922,Under 20
239800,S. Sessegnon,20,England,Bristol City,"RB, CB, RWB",65,82,1100000,7000,72.0,33.0,51.0,60.0,62.0,59.0,False,17,16923.076923076922,Under 20
242453,S. van den Berg,18,Netherlands,Liverpool,CB,65,82,1000000,5000,64.0,30.0,55.0,63.0,65.0,64.0,False,17,15384.615384615385,Under 20
246416,L. Dajaku,19,Germany,Bayern München II,"RM, ST, LM",65,82,1200000,1000,77.0,64.0,54.0,70.0,22.0,57.0,False,17,18461.53846153846,Under 20
247209,D. Mbayo,18,Belgium,KAA Gent,RM,65,82,1100000,2000,81.0,62.0,56.0,74.0,29.0,41.0,False,17,16923.076923076922,Under 20
252326,J. Sanabria,20,Uruguay,Atlético Madrid,"RM, LM, CM",65,82,1200000,8000,75.0,57.0,63.0,68.0,46.0,53.0,False,17,18461.53846153846,Under 20
254860,Valera,18,Spain,Atlético Madrid,"RM, LM, CAM",65,82,1100000,4000,70.0,56.0,61.0,67.0,19.0,44.0,False,17,16923.076923076922,Under 20
246263,M. Weigandt,20,Argentina,Gimnasia y Esgrima La Plata,RB,65,81,1100000,3000,72.0,36.0,46.0,63.0,62.0,67.0,False,16,16923.076923076922,Under 20
246814,I. Jóhannesson,17,Iceland,IFK Norrköping,"RW, CM",65,81,1100000,500,71.0,56.0,65.0,68.0,38.0,55.0,False,16,16923.076923076922,Under 20
253036,N. Mbuku,18,France,Stade de Reims,CAM,65,81,1100000,2000,77.0,60.0,63.0,71.0,33.0,44.0,False,16,16923.076923076922,Under 20
253548,S. Galindo,19,Bolivia,Jorge Wilstermann,"RW, RM",65,81,1200000,500,77.0,59.0,56.0,68.0,40.0,58.0,False,16,18461.53846153846,Under 20
254333,A. Hasić,18,Bosnia Herzegovina,Beşiktaş JK,"CAM, RM",65,81,1100000,5000,72.0,60.0,63.0,71.0,38.0,42.0,False,16,16923.076923076922,Under 20
237916,W. Smallbone,20,Republic of Ireland,Southampton,CM,65,80,1200000,9000,70.0,61.0,63.0,70.0,56.0,45.0,False,15,18461.53846153846,Under 20
243478,E. Loiodice,19,France,UD Las Palmas,"CM, CDM",65,80,1100000,2000,56.0,51.0,61.0,71.0,58.0,50.0,False,15,16923.076923076922,Under 20
245264,M. Kaufmann,19,Denmark,FC København,ST,65,80,1200000,4000,78.0,64.0,51.0,60.0,25.0,62.0,False,15,18461.53846153846,Under 20
245715,J. Shackleton,20,England,Leeds United,"CM, RB",65,80,1200000,15000,82.0,41.0,64.0,71.0,59.0,65.0,False,15,18461.53846153846,Under 20
246729,I. Chouaref,19,France,La Berrichonne de Châteauroux,"LW, ST, LM",65,80,1200000,1000,75.0,57.0,61.0,70.0,27.0,58.0,False,15,18461.53846153846,Under 20
251405,K. Ehlers,19,Germany,SG Dynamo Dresden,CB,65,80,1100000,1000,63.0,27.0,50.0,47.0,66.0,67.0,False,15,16923.076923076922,Under 20
252590,Fer Niño,19,Spain,Villarreal CF,ST,65,80,1200000,5000,64.0,62.0,55.0,61.0,28.0,63.0,False,15,18461.53846153846,Under 20
253444,A. Kalimuendo,18,France,Paris Saint-Germain,ST,65,80,1100000,7000,81.0,66.0,49.0,64.0,25.0,56.0,False,15,16923.076923076922,Under 20
254320,Jorge Padilla,19,Spain,CD Tenerife,"ST, CAM, RW",65,80,1200000,2000,80.0,65.0,52.0,70.0,32.0,54.0,False,15,18461.53846153846,Under 20
256883,Milson,20,Angola,Clube Sport Marítimo,"RM, LM",65,80,1200000,2000,81.0,50.0,59.0,71.0,33.0,50.0,False,15,18461.53846153846,Under 20
237640,N. Bajrami,21,Switzerland,Empoli,"CM, CDM, CAM",65,79,1200000,500,73.0,58.0,65.0,67.0,57.0,64.0,False,14,18461.53846153846,20-24
241034,J. Brown,21,England,Huddersfield Town,LB,65,79,1100000,5000,75.0,35.0,49.0,62.0,61.0,64.0,False,14,16923.076923076922,20-24
241173,L. Foster,19,South Africa,Vitória Guimarães,"ST, RW",65,79,1200000,2000,77.0,65.0,55.0,64.0,34.0,63.0,False,14,18461.53846153846,Under 20
242640,T. Christensen,20,Norway,Molde FK,"CAM, RM",65,79,1200000,2000,70.0,55.0,63.0,69.0,37.0,57.0,False,14,18461.53846153846,Under 20
243442,E. Aiwu,19,Austria,FC Admira Wacker Mödling,"CB, RB",65,79,1100000,2000,70.0,42.0,52.0,52.0,63.0,69.0,False,14,16923.076923076922,Under 20
245097,F. Becker,20,Germany,FC St. Pauli,"CM, CDM",65,79,1200000,4000,79.0,49.0,64.0,72.0,49.0,57.0,False,14,18461.53846153846,Under 20
245601,C. Sánchez,20,Cuba,Real Sporting de Gijón,GK,65,79,1000000,1000,,,,,,,True,14,15384.615384615385,Under 20
247328,Unai Vencedor,19,Spain,Athletic Club de Bilbao,CM,65,79,1100000,3000,64.0,59.0,68.0,65.0,56.0,65.0,False,14,16923.076923076922,Under 20
252376,J. Knight,19,Republic of Ireland,Derby County,"RM, LM, CM",65,79,1200000,4000,65.0,58.0,63.0,65.0,53.0,61.0,False,14,18461.53846153846,Under 20
257170,O. Syrota,20,Ukraine,Dynamo Kyiv,CB,65,79,1100000,500,65.0,22.0,37.0,43.0,65.0,73.0,False,14,16923.076923076922,Under 20
226710,G. Scamacca,21,Italy,Sassuolo,ST,65,78,1100000,6000,64.0,66.0,49.0,64.0,34.0,64.0,False,13,16923.076923076922,20-24
237935,K. Klaesson,19,Norway,Vålerenga Fotball,GK,65,78,825000,500,,,,,,,True,13,12692.307692307691,Under 20
238235,H. Vetlesen,20,Norway,Stabæk Fotball,CM,65,78,1000000,1000,67.0,57.0,63.0,68.0,58.0,63.0,False,13,15384.615384615385,Under 20
238756,J. Larsen,20,Norway,FC Groningen,ST,65,78,1100000,2000,61.0,63.0,53.0,63.0,29.0,70.0,False,13,16923.076923076922,Under 20
239977,N. Kühn,20,Germany,Bayern München II,"RW, LW",65,78,1000000,2000,74.0,58.0,55.0,74.0,24.0,41.0,False,13,15384.615384615385,Under 20
242670,T. Domgjoni,21,Switzerland,FC Zürich,"CDM, CM",65,78,975000,3000,70.0,57.0,62.0,67.0,62.0,68.0,False,13,15000.0,20-24
244257,J. Burkardt,19,Germany,1. FSV Mainz 05,"ST, RW",65,78,1000000,4000,73.0,61.0,53.0,72.0,26.0,59.0,False,13,15384.615384615385,Under 20
244284,Y. Letard,21,France,FC St. Gallen,CB,65,78,975000,3000,74.0,25.0,38.0,47.0,65.0,72.0,False,13,15000.0,20-24
245023,P. Mićin,21,Serbia,Udinese,"RW, ST, LW",65,78,1000000,4000,63.0,65.0,61.0,69.0,34.0,53.0,False,13,15384.615384615385,20-24
245035,C. Gomes,19,France,Manchester City,"CDM, CM",65,78,950000,11000,65.0,54.0,60.0,63.0,64.0,62.0,False,13,14615.384615384615,Under 20
246617,Javi Mier,21,Spain,Real Oviedo,"CAM, ST",65,78,1000000,2000,65.0,61.0,65.0,65.0,38.0,45.0,False,13,15384.615384615385,20-24
248266,S. Boey,19,France,Stade Rennais FC,RB,65,78,925000,5000,72.0,41.0,58.0,65.0,59.0,56.0,False,13,14230.76923076923,Under 20
248550,Dani Vivian,20,Spain,CD Mirandés,CB,65,78,975000,2000,59.0,36.0,48.0,49.0,66.0,66.0,False,13,15000.0,Under 20
248588,C. Itu,20,Romania,CFR Cluj,CM,65,78,1000000,3000,67.0,56.0,60.0,64.0,62.0,71.0,False,13,15384.615384615385,Under 20
252018,K. Piątkowski,20,Poland,Raków Częstochowa,"CB, RM, RB",65,78,975000,1000,77.0,35.0,58.0,56.0,62.0,75.0,False,13,15000.0,Under 20
252929,Borja Sainz,19,Spain,Deportivo Alavés,"RM, CAM",65,78,1000000,3000,75.0,51.0,60.0,67.0,35.0,49.0,False,13,15384.615384615385,Under 20
253012,L. Morales,20,Argentina,Club Atlético Lanús,GK,65,78,850000,2000,,,,,,,True,13,13076.923076923076,Under 20
257980,D. Ndoye,19,Switzerland,OGC Nice,"RW, LW, ST",65,78,1000000,5000,77.0,63.0,59.0,65.0,29.0,57.0,False,13,15384.615384615385,Under 20
258015,F. Ioannidis,20,Greece,Panathinaikos FC,"ST, CF",65,78,1100000,500,68.0,66.0,49.0,61.0,24.0,64.0,False,13,16923.076923076922,Under 20
228616,D. Bertaud,22,France,Montpellier HSC,GK,65,77,775000,5000,,,,,,,True,12,11923.076923076924,20-24
228646,N. Delgadillo,22,Argentina,Patronato,"LM, CAM, ST",65,77,950000,4000,74.0,57.0,60.0,69.0,31.0,61.0,False,12,14615.384615384615,20-24
231107,A. Kilgour,22,England,Bristol Rovers,CB,65,77,875000,2000,63.0,40.0,43.0,52.0,64.0,75.0,False,12,13461.538461538461,20-24
236941,J. Hastie,21,Scotland,Motherwell,"RW, LW",65,77,975000,2000,77.0,62.0,58.0,68.0,31.0,55.0,False,12,15000.0,20-24
237712,V. Castellanos,21,Argentina,New York City FC,"ST, RW",65,77,975000,2000,71.0,65.0,59.0,66.0,34.0,60.0,False,12,15000.0,20-24
239269,L. Ndenbe,20,Belgium,En Avant de Guingamp,"LB, LWB, LM",65,77,875000,2000,74.0,28.0,57.0,66.0,61.0,66.0,False,12,13461.538461538461,Under 20
240500,L. Woolfenden,21,England,Ipswich Town,CB,65,77,900000,2000,65.0,28.0,51.0,51.0,65.0,70.0,False,12,13846.153846153846,20-24
243044,N. Ofoborh,20,Nigeria,Bournemouth,"CDM, CM",65,77,900000,3000,69.0,54.0,57.0,64.0,62.0,72.0,False,12,13846.153846153846,Under 20
243222,B. Slisz,21,Poland,Legia Warszawa,"CDM, CM",65,77,900000,2000,69.0,43.0,59.0,57.0,63.0,73.0,False,12,13846.153846153846,20-24
246946,I. Coulibaly,19,Mali,Beerschot AC,CM,65,77,925000,2000,77.0,62.0,59.0,67.0,58.0,63.0,False,12,14230.76923076923,Under 20
248174,N. Boujellab,21,Morocco,FC Schalke 04,"CAM, CM, CDM",65,77,975000,5000,69.0,56.0,59.0,73.0,50.0,52.0,False,12,15000.0,20-24
248604,A. Zagré,18,France,AS Monaco,LB,65,77,800000,3000,80.0,43.0,60.0,74.0,59.0,46.0,False,12,12307.692307692309,Under 20
251072,O. Horșia,19,Romania,FCSB (Steaua),"CAM, LM",65,77,950000,3000,73.0,61.0,62.0,67.0,38.0,60.0,False,12,14615.384615384615,Under 20
251595,N. Dyhr,19,Denmark,FC Midtjylland,LB,65,77,850000,3000,76.0,50.0,58.0,62.0,59.0,64.0,False,12,13076.923076923076,Under 20
251805,J. Timber,19,Netherlands,Ajax,"CB, RB",65,77,875000,2000,75.0,40.0,55.0,63.0,64.0,65.0,False,12,13461.538461538461,Under 20
229173,G. Gül,21,Germany,Fortuna Düsseldorf,"CDM, CB",65,76,875000,4000,63.0,29.0,52.0,60.0,66.0,67.0,False,11,13461.538461538461,20-24
230674,F. Alastra,22,Italy,Parma,GK,65,76,750000,5000,,,,,,,True,11,11538.461538461539,20-24
232839,M. Muheim,22,Switzerland,FC St. Gallen,"LB, LM",65,76,850000,3000,71.0,55.0,61.0,63.0,60.0,64.0,False,11,13076.923076923076,20-24
234291,L. Väisänen,22,Finland,IF Elfsborg,CB,65,76,850000,1000,71.0,30.0,49.0,57.0,64.0,68.0,False,11,13076.923076923076,20-24
235955,R. Guitane,21,France,Clube Sport Marítimo,CAM,65,76,925000,2000,75.0,54.0,62.0,73.0,30.0,38.0,False,11,14230.76923076923,20-24
236010,C. Herc,21,Slovakia,Viktoria Plzeň,"CM, CAM",65,76,925000,500,63.0,63.0,65.0,67.0,46.0,67.0,False,11,14230.76923076923,20-24
236209,D. Hume,21,England,Sunderland,"LWB, LB",65,76,850000,3000,79.0,38.0,50.0,64.0,58.0,59.0,False,11,13076.923076923076,20-24
236678,S. Lo Faso,22,Italy,Lecce,CF,65,76,925000,500,79.0,62.0,61.0,66.0,26.0,51.0,False,11,14230.76923076923,20-24
236875,A. Poulsen,20,Denmark,Borussia Mönchengladbach,"LB, LWB, LM",65,76,850000,6000,68.0,44.0,57.0,65.0,62.0,71.0,False,11,13076.923076923076,Under 20
237700,T. Kehinde,22,Nigeria,Randers FC,LM,65,76,925000,3000,78.0,51.0,61.0,67.0,38.0,63.0,False,11,14230.76923076923,20-24
238303,K. Velde,20,Norway,FK Haugesund,LW,65,76,925000,1000,81.0,60.0,55.0,69.0,33.0,62.0,False,11,14230.76923076923,Under 20
239247,Dani Morer,22,Spain,Famalicão,RB,65,76,850000,2000,75.0,48.0,60.0,63.0,58.0,61.0,False,11,13076.923076923076,20-24
239259,R. Bushiri,20,Belgium,KV Mechelen,CB,65,76,850000,3000,65.0,26.0,37.0,42.0,63.0,78.0,False,11,13076.923076923076,Under 20
239881,Danilo,21,Brazil,FC Twente,"ST, LW, RW",65,76,950000,2000,74.0,64.0,55.0,71.0,21.0,60.0,False,11,14615.384615384615,20-24
240482,F. Bersano,22,Argentina,Club Atlético Talleres,LB,65,76,850000,3000,72.0,31.0,56.0,63.0,63.0,50.0,False,11,13076.923076923076,20-24
240595,A. Pears,22,England,Middlesbrough,GK,65,76,750000,3000,,,,,,,True,11,11538.461538461539,20-24
241071,Moreto Cassamá,22,Guinea Bissau,Stade de Reims,CDM,65,76,850000,5000,72.0,57.0,64.0,71.0,61.0,50.0,False,11,13076.923076923076,20-24
241281,S. Sadzoute,22,France,Pau FC,LB,65,76,850000,1000,73.0,45.0,57.0,66.0,60.0,57.0,False,11,13076.923076923076,20-24
242393,B. Hussein,20,Sweden,AIK,"CM, RM",65,76,925000,2000,63.0,56.0,64.0,68.0,54.0,61.0,False,11,14230.76923076923,Under 20
243080,Carlos Isaac,22,Spain,Albacete BP,RB,65,76,850000,2000,62.0,28.0,48.0,56.0,64.0,62.0,False,11,13076.923076923076,20-24
243185,P. Wiśniewski,21,Poland,Górnik Zabrze,CB,65,76,850000,1000,80.0,25.0,42.0,43.0,65.0,72.0,False,11,13076.923076923076,20-24
243574,Z. Brault-Guillard,21,Canada,Montreal Impact,"RWB, RB",65,76,850000,2000,84.0,38.0,55.0,65.0,61.0,68.0,False,11,13076.923076923076,20-24
243593,A. Laurienté,21,France,FC Lorient,"RM, LM",65,76,925000,5000,68.0,57.0,61.0,71.0,33.0,39.0,False,11,14230.76923076923,20-24
243631,M. Camara,22,France,AS Saint-Étienne,CM,65,76,900000,7000,63.0,54.0,64.0,69.0,59.0,65.0,False,11,13846.153846153846,20-24
243642,W. Tchimbembé,22,France,FC Metz,"CM, LM",65,76,900000,4000,82.0,62.0,62.0,67.0,56.0,58.0,False,11,13846.153846153846,20-24
243773,K. Ludewig,20,Germany,Barnsley,"RB, LB",65,76,850000,3000,70.0,46.0,60.0,63.0,60.0,51.0,False,11,13076.923076923076,Under 20
246074,B. Goller,21,Germany,Karlsruher SC,"RW, RM, ST",65,76,925000,3000,73.0,63.0,57.0,71.0,52.0,47.0,False,11,14230.76923076923,20-24
247091,A. Colorado,21,Colombia,Deportivo Cali,CDM,65,76,875000,650,70.0,42.0,54.0,63.0,62.0,72.0,False,11,13461.538461538461,20-24
251330,V. Müller,19,Germany,FC Würzburger Kickers,GK,65,76,725000,1000,,,,,,,True,11,11153.846153846154,Under 20
252974,R. Piscopo,22,Australia,Wellington Phoenix,LM,65,76,925000,1000,73.0,57.0,56.0,73.0,33.0,55.0,False,11,14230.76923076923,20-24
253030,F. Pérez,20,Argentina,Club Atlético Lanús,"CM, CDM",65,76,925000,4000,69.0,56.0,64.0,65.0,61.0,60.0,False,11,14230.76923076923,Under 20
253281,A. Canobbio,21,Uruguay,Centro Atlético Fénix,"RW, LW, RM",65,76,925000,500,79.0,59.0,61.0,68.0,38.0,50.0,False,11,14230.76923076923,20-24
254142,J. Bell,21,New Zealand,Viking FK,"CM, CDM",65,76,925000,1000,65.0,46.0,68.0,64.0,57.0,69.0,False,11,14230.76923076923,20-24
254756,B. Armoa,20,Paraguay,FC Juárez,"RW, ST",65,76,925000,3000,72.0,60.0,60.0,62.0,23.0,52.0,False,11,14230.76923076923,Under 20
254814,Won Du Jae,22,Korea Republic,Ulsan Hyundai FC,"CDM, CB",65,76,850000,2000,62.0,47.0,53.0,53.0,65.0,75.0,False,11,13076.923076923076,20-24
255781,Ricard,20,Spain,Atlético Madrid,"RB, RM",65,76,850000,7000,76.0,44.0,49.0,56.0,61.0,54.0,False,11,13076.923076923076,Under 20
257234,Y. Hamache,20,France,Boavista FC,LB,65,76,850000,2000,76.0,56.0,62.0,68.0,59.0,66.0,False,11,13076.923076923076,Under 20
258187,Ângelo Taveira,20,Portugal,Farense,"LW, RW",65,76,925000,2000,75.0,58.0,59.0,70.0,30.0,53.0,False,11,14230.76923076923,Under 20
225406,J. Talbot,23,Republic of Ireland,Bohemian FC,GK,65,75,675000,600,,,,,,,True,10,10384.615384615385,20-24
228318,H. Chapman,22,England,Blackburn Rovers,"LW, RW",65,75,875000,10000,73.0,55.0,61.0,69.0,30.0,58.0,False,10,13461.538461538461,20-24
230787,J. Lund,21,Norway,Rosenborg BK,GK,65,75,700000,1000,,,,,,,True,10,10769.23076923077,20-24
231863,Y. Dhanda,21,England,Swansea City,"CAM, CM",65,75,875000,5000,69.0,61.0,64.0,70.0,43.0,49.0,False,10,13461.538461538461,20-24
231873,Joni Montiel,21,Spain,Rayo Vallecano,"CAM, CM",65,75,875000,2000,63.0,56.0,63.0,66.0,44.0,37.0,False,10,13461.538461538461,20-24
234107,E. Ojeda,22,Argentina,Rosario Central,"CM, CDM",65,75,850000,4000,64.0,52.0,63.0,64.0,59.0,67.0,False,10,13076.923076923076,20-24
234290,A. Halme,22,Finland,Barnsley,"CB, CDM",65,75,800000,3000,46.0,21.0,45.0,54.0,63.0,71.0,False,10,12307.692307692309,20-24
234669,D. Nikolić,23,Serbia,FC Basel 1893,GK,65,75,675000,3000,,,,,,,True,10,10384.615384615385,20-24
234901,N. Shipnoski,22,Germany,1. FC Saarbrücken,RM,65,75,875000,2000,86.0,55.0,54.0,69.0,25.0,50.0,False,10,13461.538461538461,20-24
236028,Javi Díaz,23,Spain,Sevilla FC,GK,65,75,675000,4000,,,,,,,True,10,10384.615384615385,20-24
236464,J. Ngoy,22,Belgium,KAS Eupen,"LM, ST, RM",65,75,875000,3000,82.0,61.0,55.0,66.0,25.0,69.0,False,10,13461.538461538461,20-24
239614,Jesús Areso,20,Spain,Athletic Club de Bilbao,RB,65,75,800000,4000,72.0,30.0,61.0,66.0,59.0,65.0,False,10,12307.692307692309,Under 20
240481,V. Demaku,20,Austria,FK Austria Wien,"CDM, CM",65,75,800000,3000,55.0,41.0,59.0,61.0,62.0,64.0,False,10,12307.692307692309,Under 20
240585,B. Williams,21,Wales,Barnsley,LB,65,75,800000,3000,72.0,42.0,55.0,62.0,61.0,63.0,False,10,12307.692307692309,20-24
241073,O. Reabciuk,22,Moldova,FC Paços de Ferreira,LB,65,75,775000,2000,74.0,30.0,51.0,65.0,61.0,60.0,False,10,11923.076923076924,20-24
241695,J. Amon,21,United States,FC Nordsjælland,LW,65,75,875000,3000,90.0,55.0,54.0,71.0,32.0,59.0,False,10,13461.538461538461,20-24
241871,J. Varela,23,Argentina,Godoy Cruz,CB,65,75,800000,2000,52.0,35.0,39.0,38.0,65.0,70.0,False,10,12307.692307692309,20-24
242317,A. Antilef,21,Argentina,Arsenal de Sarandí,"CM, CAM",65,75,875000,2000,83.0,59.0,63.0,72.0,53.0,61.0,False,10,13461.538461538461,20-24
242603,H. Marcelin,20,France,KSV Cercle Brugge,CB,65,75,800000,2000,53.0,35.0,45.0,37.0,65.0,74.0,False,10,12307.692307692309,Under 20
242623,O. Bjørtuft,21,Norway,Odds BK,CB,65,75,800000,1000,65.0,28.0,50.0,50.0,66.0,67.0,False,10,12307.692307692309,20-24
243688,B. Burns,20,Northern Ireland,Barrow,"LB, LWB",65,75,800000,2000,68.0,55.0,60.0,65.0,60.0,68.0,False,10,12307.692307692309,Under 20
243995,E. Lomotey,22,Ghana,Amiens SC,"CDM, CM",65,75,800000,2000,65.0,47.0,54.0,56.0,64.0,77.0,False,10,12307.692307692309,20-24
244235,H. Gong,21,Nigeria,Vitesse,"RM, ST",65,75,875000,4000,88.0,57.0,56.0,69.0,33.0,58.0,False,10,13461.538461538461,20-24
244401,M. Camara,22,Guinea,BSC Young Boys,CB,65,75,800000,4000,68.0,35.0,45.0,45.0,64.0,71.0,False,10,12307.692307692309,20-24
244626,A. Kargbo,20,Sierra Leone,Crotone,ST,65,75,875000,3000,80.0,65.0,46.0,63.0,21.0,51.0,False,10,13461.538461538461,Under 20
244684,V. Damașcan,21,Moldova,RKC Waalwijk,ST,65,75,875000,2000,72.0,66.0,56.0,64.0,21.0,62.0,False,10,13461.538461538461,20-24
244851,G. Guiffrey,22,Argentina,Gimnasia y Esgrima La Plata,"CB, LB",65,75,800000,3000,69.0,36.0,48.0,55.0,65.0,69.0,False,10,12307.692307692309,20-24
246385,A. Nalić,22,Sweden,Malmö FF,"CF, CAM",65,75,875000,2000,78.0,62.0,56.0,69.0,44.0,66.0,False,10,13461.538461538461,20-24
247345,D. Plechatý,21,Czech Republic,Sparta Praha,"CB, RB",65,75,800000,500,68.0,33.0,49.0,53.0,64.0,69.0,False,10,12307.692307692309,20-24
251036,M. Aioani,20,Romania,Chindia Târgovişte,GK,65,75,700000,900,,,,,,,True,10,10769.23076923077,Under 20
252052,A. Lozano,21,Mexico,Santos Laguna,"ST, CAM",65,75,875000,5000,73.0,67.0,66.0,67.0,37.0,51.0,False,10,13461.538461538461,20-24
253145,V. Trummer,20,Austria,SK Sturm Graz,"LB, LWB",65,75,800000,4000,70.0,42.0,54.0,59.0,61.0,73.0,False,10,12307.692307692309,Under 20
253307,E. Mozzone,22,Uruguay,Centro Atlético Fénix,ST,65,75,875000,500,74.0,63.0,51.0,66.0,37.0,67.0,False,10,13461.538461538461,20-24
253568,L. Campana,20,Ecuador,Famalicão,ST,65,75,875000,3000,67.0,66.0,48.0,62.0,29.0,59.0,False,10,13461.538461538461,Under 20
254583,Sotillos,22,Spain,CF Fuenlabrada,"CB, RB, LB",65,75,800000,2000,66.0,31.0,54.0,57.0,65.0,63.0,False,10,12307.692307692309,20-24
257945,S. Milić,19,Montenegro,Dinamo Zagreb,CB,65,75,775000,500,60.0,32.0,38.0,51.0,66.0,72.0,False,10,11923.076923076924,Under 20
258615,Zarraga,21,Spain,Athletic Club de Bilbao,"CM, CAM, RW",65,75,875000,4000,78.0,60.0,64.0,70.0,52.0,67.0,False,10,13461.538461538461,20-24
258766,Pablo García,20,Spain,Real Sporting de Gijón,LB,65,75,800000,2000,74.0,32.0,55.0,62.0,61.0,63.0,False,10,12307.692307692309,Under 20
166539,D. Etienne Jr.,23,Haiti,Columbus Crew SC,"RM, LM, ST",65,74,825000,2000,83.0,58.0,58.0,69.0,36.0,62.0,False,9,12692.307692307691,20-24
222477,L. Reed,22,England,Peterborough United,"CDM, CM",65,74,775000,3000,67.0,56.0,62.0,67.0,59.0,67.0,False,9,11923.076923076924,20-24
